0.283782,0.0779148,0.996031
0.263195,0.153768,0.976331
0.252253,0.223355,0.957209
0.249363,0.289338,0.938628
0.253361,0.353926,0.920577
0.263417,0.418995,0.903063
0.278975,0.486183,0.886105
0.299696,0.556962,0.869739
0.325422,0.632701,0.854014
0.35615,0.714713,0.838992
0.392006,0.8043,0.824758
0.433236,0.902785,0.811416
0.480191,1.01155,0.799098
0.533326,1.13205,0.787974
0.593199,1.26586,0.778252
0.660465,1.41468,0.770196
0.735886,1.58037,0.764135
0.820335,1.765,0.760483
0.914801,1.9708,0.759752
1.0204,2.20029,0.762586
1.13839,2.45621,0.769786
1.27017,2.74164,0.782351
1.41732,3.05993,0.801528
1.58158,3.41482,0.828866
1.7649,3.81041,0.866297
1.96945,4.25119,0.916221
2.19763,4.74208,0.981622
2.45207,5.28842,1.0662
2.73571,5.89597,1.17455
3.05173,6.57088,1.31236
3.40365,7.3196,1.48664
3.79524,8.14883,1.70604
4.2306,9.06526,1.98119
4.71407,10.0754,2.32508
5.2502,11.1849,2.75354
5.84367,12.3986,3.2857
6.49916,13.7188,3.94451
7.22113,15.145,4.75723
8.01352,16.672,5.75573
8.87936,18.2878,6.97663
9.82021,19.9717,8.46094
10.8354,21.6907,10.253
11.9209,23.3968,12.3982
13.0685,25.0227,14.9393
14.2639,26.4793,17.9106
15.4854,27.6536,21.3294
16.7023,28.4101,25.1851
17.873,28.5961,29.4265
18.9453,28.0552,33.949
19.8563,26.6476,38.5852
20.5355,24.2793,43.1047
20.9098,20.9347,47.2285
20.9123,16.7047,50.6613
20.4916,11.7986,53.1414
19.6223,6.52879,54.4963
18.3129,1.26432,54.6875
16.6081,-3.63558,53.8253
14.5837,-7.8883,52.145
12.3365,-11.3306,49.9517
9.96978,-13.9254,47.5548
7.58027,-15.7357,45.2154
5.24867,-16.8833,43.1183
3.03547,-17.508,41.3698
0.981119,-17.7388,40.0109
-0.89087,-17.6792,39.0367
-2.56971,-17.4041,38.4134
-4.05314,-16.9625,38.0924
-5.34408,-16.3838,38.0181
-6.44805,-15.6846,38.1333
-7.3717,-14.8743,38.3819
-8.12196,-13.9603,38.7108
-8.70579,-12.9507,39.0704
-9.13029,-11.8575,39.4165
-9.40301,-10.6965,39.7108
-9.53236,-9.4884,39.9223
-9.52796,-8.25704,40.0284
-9.40087,-7.02841,40.0145
-9.16362,-5.82865,39.875
-8.83013,-4.68219,39.6116
-8.41533,-3.61005,39.2328
-7.9348,-2.62867,38.7519
-7.40419,-1.74924,38.1855
-6.8387,-0.977593,37.5513
-6.25259,-0.314634,36.8671
-5.65879,0.242937,36.1494
-5.06862,0.701667,35.4127
-4.49159,1.07037,34.6689
-3.93539,1.35921,33.9274
-3.40593,1.57888,33.1954
-2.90745,1.74005,32.4777
-2.4427,1.85283,31.7776
-2.01315,1.92658,31.0968
-1.61918,1.96966,30.436
-1.26029,1.9894,29.7954
-0.935322,1.99214,29.1744
-0.642576,1.9832,28.5723
-0.379999,1.96705,27.9881
-0.145294,1.94733,27.4209
0.0639682,1.92702,26.8696
0.250273,1.90847,26.3335
0.416093,1.89356,25.8116
0.563839,1.88373,25.3032
0.695827,1.88009,24.8078
0.814254,1.8835,24.3247
0.921179,1.8946,23.8536
1.01852,1.91385,23.3939
1.10805,1.94162,22.9456
1.19141,1.97821,22.5082
1.27009,2.02386,22.0816
1.34547,2.07879,21.6656
1.4188,2.14323,21.2603
1.49124,2.21742,20.8655
1.56386,2.30164,20.4813
1.63764,2.3962,20.1076
1.71349,2.50149,19.7447
1.79229,2.61793,19.3927
1.87486,2.74602,19.0518
1.96197,2.88632,18.7222
2.05441,3.03949,18.4044
2.15292,3.20623,18.0987
2.25825,3.38733,17.8058
2.37116,3.58367,17.5262
2.49241,3.79618,17.2606
2.62278,4.02589,17.01
2.7631,4.27387,16.7754
2.91417,4.54128,16.558
3.07688,4.82931,16.3592
3.25213,5.13919,16.1806
3.44083,5.47218,16.0241
3.64397,5.82953,15.8919
3.86252,6.21245,15.7865
4.09752,6.62207,15.7107
4.34997,7.05941,15.6679
4.62091,7.52526,15.6616
4.91135,8.02015,15.6961
5.22223,8.54424,15.7761
5.55443,9.09716,15.9067
5.9087,9.6779,16.0939
6.28562,10.2846,16.3439
6.68552,10.9144,16.6634
7.10841,11.5632,17.0599
7.55389,12.2252,17.5406
8.02102,12.8931,18.1133
8.50823,13.5572,18.7852
9.01312,14.2056,19.5629
9.53237,14.824,20.4521
10.0615,15.3952,21.4561
10.5949,15.8997,22.576
11.1254,16.3154,23.809
11.6444,16.6185,25.148
12.1418,16.7844,26.5801
12.6061,16.789,28.0865
13.0243,16.6102,29.6412
13.3829,16.2303,31.2117
13.6677,15.6382,32.7596
13.8647,14.8313,34.2418
13.9614,13.8176,35.6132
13.947,12.6165,36.8301
13.814,11.2588,37.8531
13.5584,9.7851,38.6513
13.1811,8.2431,39.205
12.6873,6.68372,39.5075
12.0869,5.1569,39.5653
11.3939,3.70744,39.3973
10.6253,2.37177,39.0318
9.79994,1.17589,38.5031
8.93753,0.134831,37.8483
8.05726,-0.746714,37.1034
7.17686,-1.47273,36.3012
6.3119,-2.05377,35.4694
5.47534,-2.50469,34.6304
4.67733,-2.84269,33.8007
3.92533,-3.08558,32.9917
